1, 1421871084492934000, -0.011522096, -8.49807, -1.3049896
11, 1421871084513655549, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084514418488, 0.0, 0.0, 0.0
9, 1421871084515211945, 0.0, 0.0, 0.0
10, 1421871084516005402, 0.0, 0.0, 0.0
11, 1421871084553664094, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084555128937, 0.0, 0.0, 0.0
9, 1421871084556837922, 0.0, 0.0, 0.0
10, 1421871084560500031, 0.0, 0.0, 0.0
11, 1421871084593520051, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084595045929, 0.0, 0.0, 0.0
9, 1421871084596602326, 0.0, 0.0, 0.0
10, 1421871084598158722, 0.0, 0.0, 0.0
11, 1421871084633009797, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084636549836, 0.0, 0.0, 0.0
9, 1421871084638258820, 0.0, 0.0, 0.0
10, 1421871084640089875, 0.0, 0.0, 0.0
11, 1421871084673445588, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084674910431, 0.0, 0.0, 0.0
9, 1421871084676497345, 0.0, 0.0, 0.0
10, 1421871084678328400, 0.0, 0.0, 0.0
11, 1421871084712630158, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084713820344, 0.0, 0.0, 0.0
9, 1421871084714949494, 0.0, 0.0, 0.0
10, 1421871084715956574, 0.0, 0.0, 0.0
11, 1421871084752669220, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084753950959, 0.0, 0.0, 0.0
9, 1421871084755293732, 0.0, 0.0, 0.0
10, 1421871084756544953, 0.0, 0.0, 0.0
11, 1421871084792799836, 0.0, 0.0, 0.0, 0.0, -1.0
3, 1421871084794142609, 0.0, 0.0, 0.0
9, 1421871084795485383, 0.0, 0.0, 0.0
10, 1421871084796858674, 0.0, 0.0, 0.0
2, 1421871084803725000, 57.66, 87.36, -67.2
4, 1421871084823683000, -112.31559, 104.20866, 99.62121
11, 1421871084832869416, -0.19142151, -0.63082886, -0.022415161, 0.7515869, -1.0
3, 1421871084834364777, 16.0, -15.037872, -82.2171
9, 1421871084835951691, 9.3834, -2.5444, 1.2823
10, 1421871084837508088, -0.9580231, -0.60710144, -0.26383972
2, 1421871084844099000, 62.94, 97.079994, -46.559998
1, 1421871084853285000, 0.5152023, -7.521235, -1.7311574
4, 1421871084863325000, -1.2774787, -0.12175651, 1.5809033
11, 1421871084872938996, -0.21450806, -0.6291504, -0.008895874, 0.74702454, -1.0
3, 1421871084873793488, 17.0, -18.017548, -82.97586
9, 1421871084874647980, 9.2556, -3.0333, 1.1402999
10, 1421871084875502472, -0.8912811, -0.4576416, -0.29281616
2, 1421871084883681000, 68.159996, 106.799995, -26.16
1, 1421871084893294000, 0.9461586, -7.7319245, -1.534833
4, 1421871084903456000, -0.6945787, -0.039106503, 1.2633532
11, 1421871084912764435, -0.23413086, -0.6268616, 0.005065918, 0.74308777, -1.0
3, 1421871084913863068, 17.0, -20.752762, -83.588806
9, 1421871084915236359, 9.1129, -3.4747999, 1.0239
10, 1421871084916609650, -0.83277893, -0.4340973, -0.2609253
2, 1421871084923567000, 73.38, 116.52, -5.7
1, 1421871084933516000, 0.9701006, -8.047959, -2.415899
4, 1421871084943465000, -0.29002866, -0.2696565, 0.9719032
11, 1421871084952742463, -0.25204468, -0.62675476, 0.01966858, 0.7370453, -1.0
3, 1421871084954054719, 18.0, -23.341858, -84.54466
9, 1421871084955428010, 8.9630995, -3.8855999, 0.8559
10, 1421871084956801301, -0.8150635, -0.42443848, -0.33363342
2, 1421871084963026000, 78.6, 126.299995, 14.7
1, 1421871084972914000, 0.7067384, -9.513211, -1.9993081
4, 1421871084983015000, 0.031871364, -0.28705654, 0.86315316
11, 1421871084992567902, -0.2701416, -0.62483215, 0.037017822, 0.73158264, -1.0
3, 1421871084993422394, 18.0, -26.202759, -85.320496
9, 1421871084994276886, 8.7695, -4.3301997, 0.71779996
10, 1421871084995131379, -0.8221741, -0.5285187, -0.2770691
2, 1421871085003676000, 78.6, 126.24, 14.46
1, 1421871085013441000, 0.8025065, -9.201964, -2.176479
4, 1421871085023482000, 0.61912143, -0.41320655, 0.53255314
11, 1421871085032790070, -0.28414917, -0.6239319, 0.054229736, 0.72595215, -1.0
3, 1421871085034102326, 18.0, -28.702423, -86.08296
9, 1421871085035445099, 8.5815, -4.7098, 0.58739996
10, 1421871085036818390, -0.7932434, -0.45806885, -0.2818451
2, 1421871085043776000, 78.6, 126.18, 14.58
1, 1421871085053816000, 0.67321956, -10.676793, -2.3584383
4, 1421871085063612000, 0.4451214, -0.66550654, 0.61085314
11, 1421871085072707062, -0.30073547, -0.62286377, 0.073394775, 0.7184601, -1.0
3, 1421871085074049836, 18.0, -31.572586, -87.09502
9, 1421871085075423127, 8.3442, -5.1345997, 0.4233
10, 1421871085076796418, -0.78222656, -0.5651398, -0.2836609
2, 1421871085083052000, 78.78, 126.119995, 14.759999
1, 1421871085093214000, -0.19348143, -10.748619, -3.0766988
4, 1421871085102919000, 0.4625214, -1.0570066, 0.48035315
11, 1421871085112807160, -0.31726074, -0.62368774, 0.09300232, 0.7082977, -1.0
3, 1421871085113936310, 18.0, -34.434402, -88.56203
9, 1421871085115187531, 8.0856, -5.5453997, 0.20289999
10, 1421871085116438752, -0.8442383, -0.5305786, -0.33442688
