1, 1415582404999199000, -1.0601825, -0.09920973, 9.7657995
4, 1415582405000084000, 0.2580714, 0.14794351, 0.045353103
4, 1415582405040672000, 0.2580714, 0.14794351, 0.045353103
4, 1415582405080620000, 0.2580714, 0.14794351, 0.045353103
4, 1415582405122703000, 0.2580714, 0.14794351, 0.045353103
1, 1415582405159996000, -1.0601825, -0.09920973, 9.7657995
4, 1415582405161125000, 0.2580714, 0.14794351, 0.045353103
1, 1415582405199943000, -1.0601825, -0.09920973, 9.7657995
4, 1415582405201103000, 0.2580714, 0.14794351, 0.045353103
1, 1415582405240165000, -1.0601825, -0.09920973, 9.7657995
4, 1415582405241478000, -0.7206787, -0.13480651, 0.010553101
1, 1415582405279838000, -1.4384663, 1.3995606, 10.527155
4, 1415582405280723000, -0.7206787, -0.13480651, 0.010553101
1, 1415582405321098000, -1.4384663, 1.3995606, 10.527155
4, 1415582405322014000, -0.7206787, -0.13480651, 0.010553101
1, 1415582405359215000, -1.4384663, 1.3995606, 10.527155
4, 1415582405360252000, -0.7206787, -0.13480651, 0.010553101
1, 1415582405399193000, -1.4384663, 1.3995606, 10.527155
4, 1415582405400078000, -0.7206787, -0.13480651, 0.010553101
1, 1415582405439049000, -1.4384663, 1.3995606, 10.527155
4, 1415582405439934000, 3.2639217, -6.7729073, 0.78920317
1, 1415582405484337000, -0.983568, 0.3796306, 12.006772
4, 1415582405485283000, 3.2639217, -6.7729073, 0.78920317
1, 1415582405519096000, -0.983568, 0.3796306, 12.006772
4, 1415582405520012000, 3.2639217, -6.7729073, 0.78920317
1, 1415582405558983000, -0.983568, 0.3796306, 12.006772
4, 1415582405559929000, 3.2639217, -6.7729073, 0.78920317
1, 1415582405599144000, -0.983568, 0.3796306, 12.006772
4, 1415582405600151000, 3.2639217, -6.7729073, 0.78920317
1, 1415582405640648000, -0.983568, 0.3796306, 12.006772
4, 1415582405641533000, 1.9067215, -9.961457, 1.8114532
1, 1415582405678642000, 5.8877907, -0.71212536, 3.10513
4, 1415582405679558000, 1.9067215, -9.961457, 1.8114532
1, 1415582405719047000, 5.8877907, -0.71212536, 3.10513
4, 1415582405719932000, 1.9067215, -9.961457, 1.8114532
1, 1415582405759147000, 5.8877907, -0.71212536, 3.10513
4, 1415582405760032000, 1.9067215, -9.961457, 1.8114532
1, 1415582405799186000, 5.8877907, -0.71212536, 3.10513
4, 1415582405800071000, 1.9067215, -9.961457, 1.8114532
1, 1415582405839988000, 5.8877907, -0.71212536, 3.10513
4, 1415582405841148000, -0.8424787, 2.1619937, -0.66369694
1, 1415582405879051000, 5.677101, -0.25243863, 6.212804
4, 1415582405879936000, -0.8424787, 2.1619937, -0.66369694
1, 1415582405919243000, 5.677101, -0.25243863, 6.212804
4, 1415582405920311000, -0.8424787, 2.1619937, -0.66369694
1, 1415582405959160000, 5.677101, -0.25243863, 6.212804
4, 1415582405960197000, -0.8424787, 2.1619937, -0.66369694
1, 1415582405999077000, 5.677101, -0.25243863, 6.212804
4, 1415582405999992000, -0.8424787, 2.1619937, -0.66369694
1, 1415582406039055000, 5.677101, -0.25243863, 6.212804
4, 1415582406039940000, -1.3949288, 9.452595, -2.8995972
1, 1415582406078575000, 0.5343559, 0.2551321, 10.5463085
4, 1415582406079490000, -1.3949288, 9.452595, -2.8995972
1, 1415582406118828000, 0.5343559, 0.2551321, 10.5463085
4, 1415582406119713000, -1.3949288, 9.452595, -2.8995972
1, 1415582406159202000, 0.5343559, 0.2551321, 10.5463085
4, 1415582406160087000, -1.3949288, 9.452595, -2.8995972
1, 1415582406199699000, 0.5343559, 0.2551321, 10.5463085
4, 1415582406200859000, -1.3949288, 9.452595, -2.8995972
1, 1415582406239982000, 0.5343559, 0.2551321, 10.5463085
4, 1415582406241142000, -1.4949788, 3.1842437, -1.111747
1, 1415582406278587000, -0.45205522, 2.0076878, 11.221474
4, 1415582406279503000, -1.4949788, 3.1842437, -1.111747
1, 1415582406318962000, -0.45205522, 2.0076878, 11.221474
4, 1415582406319938000, -1.4949788, 3.1842437, -1.111747
1, 1415582406362694000, -0.45205522, 2.0076878, 11.221474
4, 1415582406363640000, -1.4949788, 3.1842437, -1.111747
1, 1415582406399498000, -0.45205522, 2.0076878, 11.221474
4, 1415582406400413000, -1.4949788, 3.1842437, -1.111747
1, 1415582406439232000, -0.45205522, 2.0076878, 11.221474
4, 1415582406440117000, -0.7206787, -0.42625654, 0.8805532
1, 1415582406478813000, -0.05940613, -0.22849663, 9.454553
4, 1415582406479728000, -0.7206787, -0.42625654, 0.8805532
1, 1415582406519188000, -0.05940613, -0.22849663, 9.454553
4, 1415582406520103000, -0.7206787, -0.42625654, 0.8805532
1, 1415582406558983000, -0.05940613, -0.22849663, 9.454553
4, 1415582406560997000, -0.7206787, -0.42625654, 0.8805532
1, 1415582406599083000, -0.05940613, -0.22849663, 9.454553
4, 1415582406601005000, -0.7206787, -0.42625654, 0.8805532
1, 1415582406640739000, -0.05940613, -0.22849663, 9.454553
4, 1415582406645653000, 0.31027138, 0.13924351, -0.54189694
1, 1415582406679161000, -0.4424784, -0.45834, 10.685172
4, 1415582406680198000, 0.31027138, 0.13924351, -0.54189694
1, 1415582406718651000, -0.4424784, -0.45834, 10.685172
4, 1415582406719566000, 0.31027138, 0.13924351, -0.54189694
1, 1415582406759208000, -0.4424784, -0.45834, 10.685172
4, 1415582406760215000, 0.31027138, 0.13924351, -0.54189694
1, 1415582406800010000, -0.4424784, -0.45834, 10.685172
4, 1415582406801201000, 0.31027138, 0.13924351, -0.54189694
1, 1415582406839988000, -0.4424784, -0.45834, 10.685172
4, 1415582406841148000, 1.4717215, -3.2581067, -3.003997
1, 1415582406879478000, -0.32276833, 1.5432127, 9.306112
4, 1415582406880516000, 1.4717215, -3.2581067, -3.003997
1, 1415582406921928000, -0.32276833, 1.5432127, 9.306112
4, 1415582406922813000, 1.4717215, -3.2581067, -3.003997
1, 1415582406959434000, -0.32276833, 1.5432127, 9.306112
4, 1415582406960380000, 1.4717215, -3.2581067, -3.003997
1, 1415582406999473000, -0.32276833, 1.5432127, 9.306112
4, 1415582407000389000, 1.4717215, -3.2581067, -3.003997
1, 1415582407039177000, -0.32276833, 1.5432127, 9.306112
4, 1415582407040092000, 2.2982216, -4.245557, -1.277047
1, 1415582407079033000, 2.3395839, 2.0747254, 10.508001
4, 1415582407079948000, 2.2982216, -4.245557, -1.277047
1, 1415582407118675000, 2.3395839, 2.0747254, 10.508001
4, 1415582407119590000, 2.2982216, -4.245557, -1.277047
1, 1415582407159263000, 2.3395839, 2.0747254, 10.508001
4, 1415582407160301000, 2.2982216, -4.245557, -1.277047
1, 1415582407200187000, 2.3395839, 2.0747254, 10.508001
4, 1415582407201347000, 2.2982216, -4.245557, -1.277047
1, 1415582407240013000, 2.3395839, 2.0747254, 10.508001
4, 1415582407241173000, 3.7815716, -5.872457, 2.6771033
1, 1415582407278984000, 4.9013796, 1.6006734, 6.332514
4, 1415582407279899000, 3.7815716, -5.872457, 2.6771033
1, 1415582407318687000, 4.9013796, 1.6006734, 6.332514
4, 1415582407319572000, 3.7815716, -5.872457, 2.6771033
1, 1415582407358757000, 4.9013796, 1.6006734, 6.332514
4, 1415582407359672000, 3.7815716, -5.872457, 2.6771033
1, 1415582407399193000, 4.9013796, 1.6006734, 6.332514
4, 1415582407400200000, 3.7815716, -5.872457, 2.6771033
1, 1415582407439232000, 4.9013796, 1.6006734, 6.332514
4, 1415582407440086000, -1.0556288, 1.2876437, -0.06339691
1, 1415582407478508000, 5.8015995, 1.203236, 4.9151464
4, 1415582407479454000, -1.0556288, 1.2876437, -0.06339691
1, 1415582407518882000, 5.8015995, 1.203236, 4.9151464
4, 1415582407519798000, -1.0556288, 1.2876437, -0.06339691
1, 1415582407559379000, 5.8015995, 1.203236, 4.9151464
4, 1415582407560417000, -1.0556288, 1.2876437, -0.06339691
1, 1415582407599205000, 5.8015995, 1.203236, 4.9151464
4, 1415582407600181000, -1.0556288, 1.2876437, -0.06339691
1, 1415582407642235000, 5.8015995, 1.203236, 4.9151464
4, 1415582407643608000, -5.205529, 7.9344444, -3.8826973
1, 1415582407678734000, 0.6109703, 0.31738135, 10.115353
4, 1415582407679649000, -5.205529, 7.9344444, -3.8826973
1, 1415582407719169000, 0.6109703, 0.31738135, 10.115353
4, 1415582407720207000, -5.205529, 7.9344444, -3.8826973
1, 1415582407759056000, 0.6109703, 0.31738135, 10.115353
4, 1415582407760093000, -5.205529, 7.9344444, -3.8826973
1, 1415582407799217000, 0.6109703, 0.31738135, 10.115353
4, 1415582407800194000, -5.205529, 7.9344444, -3.8826973
1, 1415582407839958000, 0.6109703, 0.31738135, 10.115353
4, 1415582407841118000, 0.73657143, 7.1818943, -1.220497
1, 1415582407878593000, -2.5206454, 1.1266215, 12.753763
4, 1415582407879478000, 0.73657143, 7.1818943, -1.220497
1, 1415582407919243000, -2.5206454, 1.1266215, 12.753763
4, 1415582407920128000, 0.73657143, 7.1818943, -1.220497
1, 1415582407959160000, -2.5206454, 1.1266215, 12.753763
4, 1415582407961143000, 0.73657143, 7.1818943, -1.220497
1, 1415582407999229000, -2.5206454, 1.1266215, 12.753763
4, 1415582408000236000, 0.73657143, 7.1818943, -1.220497
1, 1415582408039970000, -2.5206454, 1.1266215, 12.753763
4, 1415582408041130000, 0.37117139, 0.42634353, 1.2894533
1, 1415582408078575000, -2.0370166, -0.61156887, 10.053103
4, 1415582408079490000, 0.37117139, 0.42634353, 1.2894533
1, 1415582408119346000, -2.0370166, -0.61156887, 10.053103
