0, StartCollection,
37.185, StartLift, Bench
49.979, StopLift,
73.051, StartLift, Bench
89.057, StopLift,
127.689, StartLift, Bench
141.523, StopLift,
204.508, StartLift, Bench
217.071, StopLift,
256.732, StartLift, Bench
271.047, StopLift,
289.371, StartLift, Bench
302.578, StopLift,
367.006, StopCollection,
