199999999, placeholderLiftType, 9
599999999, placeholderLiftType, 13
999999999, placeholderLiftType, 9
1399999999, placeholderLiftType, 13
1799999999, placeholderLiftType, 13
2199999999, placeholderLiftType, 12
2559999999, placeholderLiftType, 18
2959999999, placeholderLiftType, 19
3359999999, placeholderLiftType, 15
3759999999, placeholderLiftType, 15
4119999999, placeholderLiftType, 10
4519999999, placeholderLiftType, 11
4919999999, placeholderLiftType, 6
5319999999, placeholderLiftType, 7
5719999999, placeholderLiftType, 5
6119999999, placeholderLiftType, 3
6519999999, placeholderLiftType, 20
6919999999, placeholderLiftType, 20
7319999999, placeholderLiftType, 19
7679999999, placeholderLiftType, 15
8079999999, placeholderLiftType, 20
8479999999, placeholderLiftType, 10
8879999999, placeholderLiftType, 11
9279999999, placeholderLiftType, 3
9679999999, placeholderLiftType, 4
10079999999, placeholderLiftType, 12
10479999999, placeholderLiftType, 10
10879999999, placeholderLiftType, 17
11279999999, placeholderLiftType, 17
11679999999, placeholderLiftType, 1
12079999999, placeholderLiftType, 1
12479999999, placeholderLiftType, 1
12879999999, placeholderLiftType, 1
13279999999, placeholderLiftType, 3
13679999999, placeholderLiftType, 10
14079999999, placeholderLiftType, 8
14479999999, placeholderLiftType, 8
14879999999, placeholderLiftType, 7
15279999999, placeholderLiftType, 3
15679999999, placeholderLiftType, 3
16079999999, placeholderLiftType, 3
16479999999, placeholderLiftType, 1
16879999999, placeholderLiftType, 2
17279999999, placeholderLiftType, 1
17679999999, placeholderLiftType, 1
18079999999, placeholderLiftType, 1
18479999999, placeholderLiftType, 2
18879999999, placeholderLiftType, 2
19279999999, placeholderLiftType, 2
19679999999, placeholderLiftType, 2
20079999999, placeholderLiftType, 2
20479999999, placeholderLiftType, 2
20879999999, placeholderLiftType, 2
21279999999, placeholderLiftType, 3
21639999999, placeholderLiftType, 2
22039999999, placeholderLiftType, 2
22439999999, placeholderLiftType, 2
22839999999, placeholderLiftType, 3
23239999999, placeholderLiftType, 3
23639999999, placeholderLiftType, 2
23999999999, placeholderLiftType, 2
24399999999, placeholderLiftType, 2
24799999999, placeholderLiftType, 3
25199999999, placeholderLiftType, 3
25599999999, placeholderLiftType, 3
25999999999, placeholderLiftType, 2
26399999999, placeholderLiftType, 2
26799999999, placeholderLiftType, 3
27199999999, placeholderLiftType, 3
27599999999, placeholderLiftType, 3
27999999999, placeholderLiftType, 2
28399999999, placeholderLiftType, 2
28799999999, placeholderLiftType, 2
29199999999, placeholderLiftType, 2
29559999999, placeholderLiftType, 3
29959999999, placeholderLiftType, 2
30359999999, placeholderLiftType, 2
30759999999, placeholderLiftType, 2
31159999999, placeholderLiftType, 2
31559999999, placeholderLiftType, 2
31959999999, placeholderLiftType, 2
32359999999, placeholderLiftType, 2
32759999999, placeholderLiftType, 2
33119999999, placeholderLiftType, 2
33479999999, placeholderLiftType, 3
33839999999, placeholderLiftType, 3
34239999999, placeholderLiftType, 1
34639999999, placeholderLiftType, 2
34999999999, placeholderLiftType, 2
35399999999, placeholderLiftType, 4
35799999999, placeholderLiftType, 2
36199999999, placeholderLiftType, 3
36599999999, placeholderLiftType, 5
36999999999, placeholderLiftType, 11
37399999999, placeholderLiftType, 7
37799999999, placeholderLiftType, 12
38199999999, placeholderLiftType, 5
38599999999, placeholderLiftType, 14
38999999999, placeholderLiftType, 2
39399999999, placeholderLiftType, 1
39799999999, placeholderLiftType, 1
40199999999, placeholderLiftType, 1
40599999999, placeholderLiftType, 1
40999999999, placeholderLiftType, 1
41399999999, placeholderLiftType, 1
41799999999, placeholderLiftType, 1
42199999999, placeholderLiftType, 3
42599999999, placeholderLiftType, 5
42999999999, placeholderLiftType, 1
43399999999, placeholderLiftType, 4
43799999999, placeholderLiftType, 6
44199999999, placeholderLiftType, 4
44599999999, placeholderLiftType, 9
44999999999, placeholderLiftType, 8
45399999999, placeholderLiftType, 7
45799999999, placeholderLiftType, 8
46199999999, placeholderLiftType, 8
46599999999, placeholderLiftType, 7
46999999999, placeholderLiftType, 8
47399999999, placeholderLiftType, 8
47799999999, placeholderLiftType, 6
48199999999, placeholderLiftType, 5
48599999999, placeholderLiftType, 4
48999999999, placeholderLiftType, 5
49399999999, placeholderLiftType, 3
49799999999, placeholderLiftType, 2
50199999999, placeholderLiftType, 2
50599999999, placeholderLiftType, 8
50999999999, placeholderLiftType, 14
51399999999, placeholderLiftType, 19
51799999999, placeholderLiftType, 19
52199999999, placeholderLiftType, 18
52599999999, placeholderLiftType, 18
52999999999, placeholderLiftType, 6
53399999999, placeholderLiftType, 6
53799999999, placeholderLiftType, 9
54199999999, placeholderLiftType, 3
54599999999, placeholderLiftType, 4
54999999999, placeholderLiftType, 3
55399999999, placeholderLiftType, 7
55799999999, placeholderLiftType, 13
56199999999, placeholderLiftType, 4
56599999999, placeholderLiftType, 1
56999999999, placeholderLiftType, 4
57399999999, placeholderLiftType, 4
57799999999, placeholderLiftType, 5
58159999999, placeholderLiftType, 7
58559999999, placeholderLiftType, 8
58959999999, placeholderLiftType, 7
59359999999, placeholderLiftType, 6
59759999999, placeholderLiftType, 3
60159999999, placeholderLiftType, 3
60559999999, placeholderLiftType, 4
60959999999, placeholderLiftType, 2
61359999999, placeholderLiftType, 17
61759999999, placeholderLiftType, 1
62159999999, placeholderLiftType, 1
62559999999, placeholderLiftType, 1
62959999999, placeholderLiftType, 1
63359999999, placeholderLiftType, 2
63759999999, placeholderLiftType, 2
64159999999, placeholderLiftType, 3
64559999999, placeholderLiftType, 2
64959999999, placeholderLiftType, 2
65359999999, placeholderLiftType, 3
65759999999, placeholderLiftType, 6
66159999999, placeholderLiftType, 2
66559999999, placeholderLiftType, 3
66959999999, placeholderLiftType, 5
67359999999, placeholderLiftType, 3
67759999999, placeholderLiftType, 2
68159999999, placeholderLiftType, 3
68559999999, placeholderLiftType, 2
68959999999, placeholderLiftType, 4
69359999999, placeholderLiftType, 2
69759999999, placeholderLiftType, 1
70159999999, placeholderLiftType, 2
70559999999, placeholderLiftType, 1
70959999999, placeholderLiftType, 1
71359999999, placeholderLiftType, 3
71759999999, placeholderLiftType, 2
72159999999, placeholderLiftType, 2
72559999999, placeholderLiftType, 2
72959999999, placeholderLiftType, 4
73359999999, placeholderLiftType, 4
73759999999, placeholderLiftType, 5
74159999999, placeholderLiftType, 6
74559999999, placeholderLiftType, 6
74959999999, placeholderLiftType, 6
75359999999, placeholderLiftType, 6
75759999999, placeholderLiftType, 6
76159999999, placeholderLiftType, 6
76559999999, placeholderLiftType, 3
76959999999, placeholderLiftType, 2
77359999999, placeholderLiftType, 1
77759999999, placeholderLiftType, 5
78159999999, placeholderLiftType, 3
78559999999, placeholderLiftType, 2
78959999999, placeholderLiftType, 2
79359999999, placeholderLiftType, 2
79759999999, placeholderLiftType, 2
80159999999, placeholderLiftType, 2
80559999999, placeholderLiftType, 1
80919999999, placeholderLiftType, 1
81319999999, placeholderLiftType, 0
81719999999, placeholderLiftType, 2
82119999999, placeholderLiftType, 5
82519999999, placeholderLiftType, 3
82879999999, placeholderLiftType, 7
83279999999, placeholderLiftType, 5
83679999999, placeholderLiftType, 7
84079999999, placeholderLiftType, 6
84439999999, placeholderLiftType, 7
84799999999, placeholderLiftType, 7
85199999999, placeholderLiftType, 6
85599999999, placeholderLiftType, 5
85999999999, placeholderLiftType, 5
86399999999, placeholderLiftType, 8
86799999999, placeholderLiftType, 6
87199999999, placeholderLiftType, 3
87599999999, placeholderLiftType, 3
87999999999, placeholderLiftType, 3
88399999999, placeholderLiftType, 5
88799999999, placeholderLiftType, 4
89199999999, placeholderLiftType, 3
89599999999, placeholderLiftType, 5
89999999999, placeholderLiftType, 6
90399999999, placeholderLiftType, 6
90799999999, placeholderLiftType, 7
91199999999, placeholderLiftType, 6
91599999999, placeholderLiftType, 8
91999999999, placeholderLiftType, 6
92399999999, placeholderLiftType, 7
92799999999, placeholderLiftType, 6
93199999999, placeholderLiftType, 6
93599999999, placeholderLiftType, 7
93999999999, placeholderLiftType, 6
94399999999, placeholderLiftType, 10
94799999999, placeholderLiftType, 2
95199999999, placeholderLiftType, 7
95599999999, placeholderLiftType, 3
95999999999, placeholderLiftType, 3
96399999999, placeholderLiftType, 2
96799999999, placeholderLiftType, 2
97199999999, placeholderLiftType, 2
97599999999, placeholderLiftType, 1
97999999999, placeholderLiftType, 7
98399999999, placeholderLiftType, 2
98799999999, placeholderLiftType, 5
99199999999, placeholderLiftType, 1
99599999999, placeholderLiftType, 1
99999999999, placeholderLiftType, 1
100399999999, placeholderLiftType, 5
100799999999, placeholderLiftType, 12
101199999999, placeholderLiftType, 1
101599999999, placeholderLiftType, 2
